Date,Open,High,Low,Close,Volume
2024-01-17 09:30:00,6.51,6.54,6.38,6.46,80455
2024-01-17 09:31:00,6.45,6.45,6.35,6.45,11501
2024-01-17 09:32:00,6.47,6.54,6.4,6.53,81627
2024-01-17 09:33:00,6.46,6.54,6.46,6.5,9837
2024-01-17 09:34:00,6.49,6.49,6.41,6.45,9754
2024-01-17 09:35:00,6.46,6.5,6.42,6.48,2850
2024-01-17 09:36:00,6.5,6.5,6.48,6.5,7017
2024-01-17 09:37:00,6.5,6.53,6.46,6.46,10907
2024-01-17 09:38:00,6.47,6.47,6.47,6.47,100
2024-01-17 09:39:00,6.44,6.47,6.44,6.47,300
2024-01-17 09:40:00,6.48,6.49,6.4,6.49,3916
2024-01-17 09:41:00,6.5,6.5,6.44,6.5,6127
2024-01-17 09:42:00,6.47,6.5,6.46,6.49,3500
2024-01-17 09:43:00,6.5,6.56,6.49,6.54,9193
2024-01-17 09:44:00,6.54,6.63,6.52,6.6,13777
2024-01-17 09:45:00,6.62,6.63,6.6,6.61,10661
2024-01-17 09:46:00,6.6,6.63,6.58,6.58,2400
2024-01-17 09:47:00,6.56,6.59,6.56,6.59,760
2024-01-17 09:48:00,6.6,6.6,6.58,6.59,900
2024-01-17 09:49:00,6.6,6.61,6.59,6.61,3400
2024-01-17 09:50:00,6.6,6.62,6.6,6.61,2200
2024-01-17 09:51:00,6.62,6.62,6.54,6.57,3136
2024-01-17 09:52:00,6.56,6.62,6.54,6.6,4100
2024-01-17 09:53:00,6.6,6.62,6.6,6.62,800
2024-01-17 09:54:00,6.61,6.66,6.6,6.61,2879
2024-01-17 09:55:00,6.65,6.65,6.62,6.63,1766
2024-01-17 09:56:00,6.65,6.65,6.63,6.64,400
2024-01-17 09:57:00,6.64,6.68,6.63,6.68,5135
2024-01-17 09:58:00,6.67,6.68,6.66,6.66,4568
2024-01-17 09:59:00,6.66,6.72,6.66,6.72,8070
2024-01-17 10:00:00,6.72,6.72,6.7,6.71,2749
2024-01-17 10:01:00,6.71,6.72,6.71,6.71,300
2024-01-17 10:02:00,6.71,6.72,6.7,6.72,2754
2024-01-17 10:03:00,6.72,6.73,6.71,6.71,2400
2024-01-17 10:04:00,6.71,6.71,6.68,6.69,4841
2024-01-17 10:05:00,6.68,6.68,6.66,6.67,1600
2024-01-17 10:06:00,6.68,6.68,6.65,6.66,4254
2024-01-17 10:07:00,6.69,6.69,6.68,6.69,4165
2024-01-17 10:08:00,6.69,6.69,6.69,6.69,200
2024-01-17 10:09:00,6.69,6.69,6.69,6.69,300
2024-01-17 10:10:00,6.69,6.69,6.66,6.67,9930
2024-01-17 10:11:00,6.66,6.66,6.62,6.62,6246
2024-01-17 10:12:00,6.62,6.63,6.58,6.58,7513
2024-01-17 10:13:00,6.58,6.58,6.52,6.53,1946
2024-01-17 10:14:00,6.52,6.52,6.51,6.52,300
2024-01-17 10:15:00,6.52,6.54,6.52,6.54,1861
2024-01-17 10:16:00,6.54,6.55,6.54,6.55,1279
2024-01-17 10:17:00,6.57,6.57,6.57,6.57,300
2024-01-17 10:18:00,6.57,6.57,6.57,6.57,500
2024-01-17 10:19:00,6.59,6.6,6.57,6.6,3622
2024-01-17 10:20:00,6.6,6.6,6.59,6.59,784
2024-01-17 10:21:00,6.6,6.6,6.59,6.59,800
2024-01-17 10:22:00,6.6,6.6,6.59,6.6,720
2024-01-17 10:23:00,6.59,6.6,6.58,6.58,649
