Date,Open,High,Low,Close,Volume
2023-05-30 09:30:00,1.18,1.19,1.18,1.19,85501
2023-05-30 09:31:00,1.195,1.2,1.19,1.2,4414
2023-05-30 09:32:00,1.195,1.2,1.195,1.2,600
2023-05-30 09:33:00,1.2,1.2,1.2,1.2,500
2023-05-30 09:34:00,1.2,1.2,1.2,1.2,10276
2023-05-30 09:35:00,1.2,1.2,1.2,1.2,0
2023-05-30 09:36:00,1.2,1.2,1.1999,1.2,6581
2023-05-30 09:37:00,1.195,1.2,1.19,1.19,25694
2023-05-30 09:38:00,1.19,1.19,1.1801,1.19,10468
2023-05-30 09:39:00,1.19,1.19,1.19,1.19,100
2023-05-30 09:40:00,1.185,1.185,1.185,1.185,600
2023-05-30 09:41:00,1.19,1.195,1.19,1.195,3434
2023-05-30 09:42:00,1.19,1.19,1.19,1.19,600
2023-05-30 09:43:00,1.1942,1.195,1.1891,1.1891,5161
2023-05-30 09:44:00,1.19,1.2,1.19,1.195,15825
2023-05-30 09:45:00,1.1985,1.1985,1.19,1.19,3123
2023-05-30 09:46:00,1.19,1.19,1.19,1.19,0
2023-05-30 09:47:00,1.19,1.19,1.185,1.185,3600
2023-05-30 09:48:00,1.185,1.185,1.185,1.185,600
2023-05-30 09:49:00,1.188,1.19,1.185,1.185,800
2023-05-30 09:50:00,1.19,1.19,1.19,1.19,100
2023-05-30 09:51:00,1.185,1.185,1.185,1.185,700
2023-05-30 09:52:00,1.185,1.185,1.185,1.185,600
2023-05-30 09:53:00,1.185,1.185,1.185,1.185,600
2023-05-30 09:54:00,1.18,1.18,1.17,1.1791,43277
2023-05-30 09:55:00,1.17,1.17,1.17,1.17,600
2023-05-30 09:56:00,1.17,1.175,1.17,1.175,1800
2023-05-30 09:57:00,1.175,1.175,1.175,1.175,0
2023-05-30 09:58:00,1.175,1.175,1.175,1.175,0
2023-05-30 09:59:00,1.17,1.17,1.17,1.17,700
2023-05-30 10:00:00,1.17,1.17,1.17,1.17,0
2023-05-30 10:01:00,1.17,1.17,1.17,1.17,11000
2023-05-30 10:02:00,1.17,1.17,1.17,1.17,0
2023-05-30 10:03:00,1.1696,1.1696,1.1696,1.1696,500
2023-05-30 10:04:00,1.1696,1.1696,1.1696,1.1696,0
2023-05-30 10:05:00,1.165,1.17,1.165,1.165,1400
2023-05-30 10:06:00,1.16,1.17,1.16,1.17,1239
2023-05-30 10:07:00,1.1693,1.1693,1.1693,1.1693,125
2023-05-30 10:08:00,1.165,1.165,1.165,1.165,800
2023-05-30 10:09:00,1.165,1.165,1.165,1.165,800
2023-05-30 10:10:00,1.165,1.165,1.165,1.165,264
2023-05-30 10:11:00,1.165,1.165,1.165,1.165,0
2023-05-30 10:12:00,1.16,1.17,1.16,1.17,2125
2023-05-30 10:13:00,1.16,1.165,1.16,1.1625,2100
2023-05-30 10:14:00,1.16,1.16,1.16,1.16,1200
2023-05-30 10:15:00,1.16,1.16,1.16,1.16,431
2023-05-30 10:16:00,1.16,1.17,1.16,1.165,475
2023-05-30 10:17:00,1.17,1.17,1.165,1.165,554
2023-05-30 10:18:00,1.16,1.17,1.16,1.17,600
2023-05-30 10:19:00,1.1613,1.17,1.1613,1.17,1210
